NONHSAT113860.2,hsa-miR-216a-5p
NONHSAT113860.2,hsa-miR-26b-5p
NONHSAT113860.2,hsa-miR-367-3p
NONHSAT113860.2,hsa-miR-4465
NONHSAT113860.2,hsa-miR-25-3p
NONHSAT113860.2,hsa-miR-32-5p
NONHSAT113860.2,hsa-miR-421
NONHSAT113860.2,hsa-miR-363-3p
NONHSAT113861.2,hsa-miR-92b-3p
NONHSAT113861.2,hsa-miR-205-5p
NONHSAT113861.2,hsa-miR-26a-5p
NONHSAT113861.2,hsa-miR-1297
NONHSAT113861.2,hsa-miR-92a-3p
NONHSAT113861.2,hsa-miR-154-5p
NONHSAT113861.2,hsa-miR-377-3p
NONHSAT113861.2,hsa-miR-132-3p
NONHSAT113861.2,hsa-miR-212-3p
NONHSAT113861.2,hsa-miR-216a-5p
NONHSAT113861.2,hsa-miR-26b-5p
NONHSAT113861.2,hsa-miR-367-3p
NONHSAT113861.2,hsa-miR-4465
NONHSAT113861.2,hsa-miR-25-3p
NONHSAT113861.2,hsa-miR-32-5p
NONHSAT113861.2,hsa-miR-421
NONHSAT113861.2,hsa-miR-363-3p
NONHSAT113851.2,hsa-miR-92b-3p
NONHSAT113851.2,hsa-miR-205-5p
NONHSAT113851.2,hsa-miR-26a-5p
NONHSAT113851.2,hsa-miR-1297
